Time,mode_type,location_type,street,xstreet1,xstreet2,x_cord,y_cord,lat,long
2020-01-06 08:41:18+00,bike,Intersection,,WYMAN ST,CENTRE ST,762494.34,2942808.89,42.32254534,-71.10682375
2020-01-07 17:30:18+00,bike,Street,SAINT BOTOLPH ST,DURHAM ST,CUMBERLAND ST,769124.63,2950679.53,42.34392609,-71.08196666
2020-01-07 22:51:35+00,bike,Street,BYNNER ST,S HUNTINGTON AVE,JAMAICAWAY,760520.4,2943321.29,42.32416463,-71.1140309
2020-01-09 13:08:19+00,bike,Street,SAGAMORE ST,ELTON ST,BELFORT ST,776542.17,2939944.57,42.31446556,-71.05476127
2020-01-15 15:38:40+00,bike,Intersection,,TREMONT ST,MELNEA CASS BLVD,767678.15,2947519.82,42.33540515,-71.08757123
2020-01-16 16:12:52+00,bike,Street,DORCHESTER AVE,DORCHESTER AVE,DORCHESTER AVE,773358.05,2927391.24,42.27976326,-71.06650709
2020-01-21 13:50:19+00,bike,Street,SEAVER ST,ELM HILL AVE,HUMBOLDT AVE,767167.58,2937703.72,42.30828851,-71.08989079
2020-01-26 18:16:21+00,bike,Intersection,,GLOUCESTER ST,COMMONWEALTH AVE,768425.6,2952964.16,42.35033464,-71.08470876
2020-01-28 10:03:14+00,bike,Street,LOMASNEY WAY,STANIFORD ST,COTTING ST,773968.57,2958424.77,42.36524208,-71.0641134
2020-01-28 16:34:03+00,bike,Street,CHARLES ST,FRUIT ST,BLOSSOM ST,772239.56,2958102.08,42.36420344,-71.06982968
2020-01-28 19:34:32+00,bike,Intersection,,MASSACHUSETTS AVE,COLUMBIA RD,774756.61,2942095.1,42.32042262,-71.06149491
2020-02-03 14:47:55+00,bike,Intersection,,BACK ST,GLOUCESTER ST,768144.47,2953738.16,42.35246227,-71.08573485
2020-02-04 09:16:35+00,bike,Intersection,,HARRISON AVE,HERALD ST,774238.24,2951544.15,42.34635843,-71.06323272
2020-02-04 16:54:31+00,bike,Intersection,,MASSACHUSETTS AVE,SHIRLEY ST,773267.61,2944458.39,42.32692846,-71.06695626
2020-02-04 17:35:45+00,bike,Intersection,,HUNTINGTON AVE,W NEWTON ST,769216.85,2951183.15,42.34543689,-71.08181396
2020-02-09 21:08:07+00,bike,Intersection,,BOYLSTON ST,TREMONT ST,773874.3,2953738.16,42.35238395,-71.06453754
2020-02-12 08:53:02+00,bike,Intersection,,WALDECK ST,MELVILLE AVE,773388.3,2932708.37,42.29468417,-71.06673067
2020-02-12 16:57:52+00,bike,Intersection,,WASHINGTON ST,SCHOOL ST,764494.68,2939926.49,42.31461035,-71.09947709
2020-02-14 11:28:46+00,bike,Intersection,,E ST,W EIGHTH ST,776987.05,2947245.89,42.33452481,-71.05314788
2020-02-14 16:23:59+00,bike,Intersection,,DORCHESTER AVE,LEEDSVILLE ST,775466.74,2936535.87,42.3051578,-71.05897542
2020-02-18 08:08:58+00,bike,Street,JOHN F. FITZGERALD SURFACE RD,BEACH ST,KNEELAND ST,775225.1,2953105.03,42.35062762,-71.05955254
2020-02-19 10:15:58+00,bike,Intersection,,MELNEA CASS BLVD,HARRISON AVE,769895.34,2946303.62,42.33203814,-71.07939319
2020-02-24 12:16:59+00,bike,Intersection,,MASSACHUSETTS AVE,NEWBURY ST,767503.41,2952151.9,42.34811805,-71.08813477
2020-02-26 07:32:44+00,bike,Intersection,,D ST,DORCHESTER AVE,775943.8,2946923.64,42.33365548,-71.05701244
2020-02-26 17:56:17+00,bike,Street,COMMONWEALTH AVE,BUICK ST,ESSEX ST,761080.86,2953013.01,42.35054723,-71.11188222
2020-02-27 07:56:40+00,bike,Street,BOYLSTON ST,DALRYMPLE ST,BOYLSTON PL,763601.22,2940285.19,42.31567334,-71.10262507
2020-03-04 12:15:52+00,bike,Intersection,,BLUE HILL AVE,WASHINGTON ST,768902.25,2937678.07,42.30838263,-71.08322178
2020-03-05 14:07:29+00,bike,Intersection,,HALL ST,SOUTH ST,760414.65,2936352.62,42.30485504,-71.11462174
2020-03-06 07:40:19+00,bike,Intersection,,SHAWMUT AVE,MASSACHUSETTS AVE,770252.74,2948249.95,42.3373741,-71.07803582
2020-03-06 12:39:14+00,bike,Street,TREMONT ST,COVENTRY ST,CUNARD ST,768169.99,2947963.53,42.33644661,-71.08557941
2020-03-08 00:21:13+00,bike,Street,CHARLES RIVER AVE,CONSTITUTION RD,DEAD END,774893.7,2960316.33,42.37041414,-71.06065494
2020-03-09 16:48:44+00,bike,Street,BEACON ST,SOLDIERS FIELD RD,NONANTUM RD,748257.1,2956081.96,42.35911922,-71.15927227
2020-03-09 18:31:03+00,bike,Intersection,,MILTON ST,FLEET ST,755039.7,2912222.07,42.23870382,-71.13487317
2020-03-11 10:25:50+00,bike,Intersection,,CARLTON,COMMONWEALTH AVE,761629.58,2952926.8,42.35032017,-71.10985026
2020-03-11 17:24:50+00,bike,Intersection,,GREENWOOD ST,BRENTON ST,769895.23,2933807.12,42.29774716,-71.07962137
2020-03-15 23:13:14+00,bike,Intersection,,ESSEX ST,COMMONWEALTH AVE,761349.31,2952973.99,42.35045318,-71.11088628
2020-03-16 21:55:29+00,bike,Street,TERMINAL RD,AIRPORT RD,RAMP - AIRPORT ROAD TO RT 90 E,786030.06,2960194.24,42.36939371,-71.01986185
2020-03-18 23:47:55+00,bike,Intersection,,COMMONWEALTH AVE,CHARLESGATE E,766570.39,2952549.63,42.34922174,-71.09157917
2020-03-19 13:49:49+00,bike,Street,HUNTINGTON AVE,COLBURN ST,CRAFTSON WAY,761316.55,2945609.98,42.33018828,-71.11139351
2020-03-20 11:16:32+00,bike,Street,CANAL ST,NEW CHARDON ST,ANTHONY RIP VALENTI WAY,775363.98,2958097.81,42.36399416,-71.05948358
2020-03-27 18:22:52+00,bike,Street,FESSENDEN ST,BLUE HILL AVE,NORFOLK ST,766600.91,2926786.4,42.27851553,-71.09193578
2020-04-05 14:02:16+00,bike,Intersection,,UKRAINE WAY,WASHINGTON ST,760095.65,2933963.52,42.29830315,-71.11584076
2020-04-06 15:04:43+00,bike,Street,VFW PKWY,GARDNER ST,BAKER ST,745323.13,2927044.9,42.27960419,-71.17110554
2020-04-07 20:18:11+00,bike,Street,GENEVA AVE,WESTVILLE ST,LEROY ST,773316.99,2934844.23,42.30067222,-71.06681775
2020-04-10 12:26:32+00,bike,Street,WASHINGTON ST,WIRT ST,WALDO TER,750412.74,2952333.77,42.34900837,-71.15135281
2020-04-14 15:52:42+00,bike,Other,,,,774540.88,2960774.42,42.3716822,-71.06193787
2020-04-14 18:00:34+00,bike,Street,WALBRIDGE ST,BRAINERD RD,DEAD END,754965.87,2951500.07,42.3466181,-71.13437866
2020-04-19 16:52:20+00,bike,Intersection,,MOUNT VERNON ST,WILLIAM T MORRISSEY BLVD,777993.95,2942116.16,42.32043412,-71.04952414
2020-04-22 09:11:44+00,bike,Intersection,,HARRISON AVE,MASSACHUSETTS AVE,771043.07,2947377.92,42.33497045,-71.07512878
2020-04-25 13:03:34+00,bike,Street,HARVARD ST,COOLIDGE RD,OXFORD ST,756479.76,2956466.47,42.36021656,-71.12867073
2020-04-25 20:40:42+00,bike,Street,NEPONSET AVE,SOUTHWICK ST,MONSIGNOR JOHN J. ODONNELL SQ,778084.11,2931497.25,42.29128785,-71.049412
2020-04-29 10:06:21+00,bike,Street,COTTAGE ST,BATCHELDER ST,ROBEY ST,772707.94,2942410.27,42.32141973,-71.0690241
2020-05-01 17:07:00+00,bike,Intersection,,WILLIAM T MORRISSEY BLVD,BIANCULLI BLVD,778833.34,2939434.78,42.3130641,-71.04647314
2020-05-04 14:20:08+00,bike,Street,HILL TOP ST,HALLET-DAVIS ST,WHITRIDGE ST,778449.26,2927640.67,42.28087197,-71.0483209
2020-05-04 14:53:31+00,bike,Street,SCHOOL ST,TREMONT ST,CHAPMAN PL,775062.55,2955715.91,42.3578779,-71.06006136
2020-05-04 15:43:02+00,bike,Street,WOODROW AVE,CARLOS ST,MOUNTAIN AVE,768317.92,2929761.19,42.2868164,-71.08558501
2020-05-04 15:55:19+00,bike,Intersection,,N ST,WILLIAM J DAY BLVD,782944.06,2945876.16,42.33067849,-71.03114426
2020-05-05 18:00:03+00,bike,Street,HARVARD AVE,BRIGHTON AVE,GLENVILLE AVE,755624.51,2953585.91,42.35223372,-71.13186324
2020-05-06 16:25:48+00,bike,Intersection,,BAY STATE RD,SILBER WAY,764194.28,2952943.41,42.35033317,-71.10036225
2020-05-08 16:47:53+00,bike,Intersection,,BRIGHTON AVE,MALVERN ST,757471.97,2953567.41,42.35212918,-71.12522032
2020-05-13 07:44:09+00,bike,Intersection,,LONGWOOD AVE,RIVERWAY,761629.84,2949282.65,42.3403205,-71.10991095
2020-05-13 13:00:20+00,bike,Intersection,,MILL ST,FREEPORT ST,777617.43,2935312.87,42.30177104,-71.05104876
2020-05-14 16:32:08+00,bike,Street,POND ST,MOSS HILL RD,MOSS HILL RD,756386.3,2938160.92,42.3097614,-71.12931094
2020-05-14 21:28:31+00,bike,Street,WILLIAM J DAY BLVD,WILLIAM T MORRISSEY BLVD,WILLIAM J DAY BLVD,777694.75,2942455.03,42.321578,-71.050869
2020-05-16 14:13:29+00,bike,Intersection,,FARRAGUT RD,E BROADWAY,784579.94,2947759.9,42.33582269,-71.02505568
2020-05-16 18:52:09+00,bike,Street,BOWDOIN ST,DRAPER ST,MOUNT IDA RD,773445.53,2937231.87,42.30697219,-71.06622476
2020-05-21 16:19:47+00,bike,Street,WESTERN AVE,RICHARDSON ST,MACKIN ST,752352.06,2957120.81,42.36180423,-71.14405925
2020-05-21 17:31:38+00,bike,Street,DAVID G MUGAR WAY,CHARLESBANK RD,JAMES J STORROW MEMORIAL DR,771390.63,2955496.06,42.35708763,-71.07302537
2020-05-22 11:00:57+00,bike,Intersection,,CENTRE ST,ARBORWAY,758591.96,2937775.94,42.30878311,-71.12133631
2020-05-22 18:55:26+00,bike,Other,,,,787790.16,2964904.86,42.38281895,-71.01282056
2020-05-24 17:36:34+00,bike,Intersection,,TALBOT AVE,NEW ENGLAND AVE,770568.29,2931627.61,42.29175733,-71.07717349
2020-05-26 18:09:56+00,bike,Intersection,,HUNTINGTON AVE,MASSACHUSETTS AVE,768353.16,2950235.9,42.34284918,-71.08502585
2020-05-27 14:56:41+00,bike,Street,NORTHAMPTON ST,FELLOWS ST,HARRISON AVE,771050.6,2946880.78,42.33360048,-71.07512386
2020-05-28 14:33:15+00,bike,Intersection,,DORCHESTER AVE,ADAMS ST,775250.74,2935208.12,42.30151745,-71.05979924
2020-05-29 12:58:37+00,bike,Street,SARATOGA ST,PRESCOTT ST,PUTNAM ST,782843.1,2963269,42.3785179,-71.03124063
2020-06-02 12:40:08+00,bike,Intersection,,PEAK HILL RD,WEST ROXBURY PKWY,751783.32,2931805.11,42.29247895,-71.14659884
2020-06-02 20:27:08+00,bike,Intersection,,PRENTISS ST,TREMONT ST,766388.49,2946605.1,42.33291214,-71.09235717
2020-06-05 14:37:21+00,bike,Intersection,,M ST,E SECOND ST,782323.5,2948312.65,42.33737362,-71.03338991
2020-06-05 15:17:08+00,bike,Street,WASHINGTON ST,WOODLEY AVE,STEARNS RD,750224.99,2922111.32,42.26577129,-71.15230104
2020-06-05 16:14:00+00,bike,Street,RUGGLES ST,TREMONT ST,ALBERT ST,766998.05,2947462.44,42.33525052,-71.09010135
2020-06-05 21:31:18+00,bike,Street,NORFOLK ST,MIDDLETON ST,MORTON ST,768069.43,2927992.53,42.28193035,-71.08667848
2020-06-06 20:32:05+00,bike,Street,CENTRE ST,LAMARTINE ST,WISE ST,764067.08,2942873.31,42.32283905,-71.10099267
2020-06-07 23:09:10+00,bike,Intersection,,HAMPDEN ST,KEMBLE ST,771107.54,2945517.64,42.3298649,-71.07492463
2020-06-08 16:34:02+00,bike,Intersection,,FRONTAGE RD,W FOURTH ST,774664.71,2950245.7,42.34278945,-71.06167984
2020-06-09 07:34:37+00,bike,Intersection,,CUMMINS HWY,RICHMERE RD,764251.85,2923846.12,42.27048793,-71.10065325
2020-06-09 17:04:22+00,bike,Intersection,,WORCESTER SQ,HARRISON AVE,771388.73,2947751.65,42.33599125,-71.07384347
2020-06-10 13:41:37+00,bike,Other,,,,772818.32,2958915.8,42.36660622,-71.06834716
2020-06-12 19:54:22+00,bike,Street,WASHINGTON ST,CEDAR ST,DALE ST,767213.52,2943330.68,42.32381311,-71.08914562
2020-06-13 01:40:58+00,bike,Street,PARK ST,CLAYBOURNE ST,WASHINGTON ST,772000.78,2932971.73,42.29554363,-71.07190123
2020-06-14 01:17:08+00,bike,Intersection,,BLUE HILL AVE,WAVERLY ST,770357.92,2941878.38,42.31988884,-71.07776346
2020-06-15 07:28:42+00,bike,Street,HEATH ST,LAWN ST,EUGENE CIR,762016.92,2944699.41,42.32757977,-71.10875826
2020-06-16 07:06:39+00,bike,Intersection,,WINTER ST,BOWDOIN ST,774477.53,2938420.42,42.31034307,-71.06259651
2020-06-16 12:02:39+00,bike,Street,MERIDIAN ST,CONDOR ST,NAY ST,780502.56,2964885.93,42.38287803,-71.03930932
2020-06-17 09:15:54+00,bike,Intersection,,WASHINGTON ST,BEECHCROFT ST,747733.07,2952359.08,42.34892526,-71.1612668
2020-06-18 12:34:42+00,bike,Other,,,,766153.59,2953275.93,42.35122019,-71.09310822
2020-06-19 15:53:08+00,bike,Street,BEACON ST,WALNUT ST,SPRUCE ST,773559.52,2955018.22,42.35692181,-71.06611141
2020-06-20 04:41:41+00,bike,Street,BOYLSTON ST,GLOUCESTER ST,FAIRFIELD ST,769311.44,2951867.31,42.34878253,-71.08218766
2020-06-21 12:14:10+00,bike,Intersection,,ALLSTATE RD,MASSACHUSETTS AVE,773752.82,2943697.46,42.32483366,-71.06517631
2020-06-21 14:54:25+00,bike,Intersection,,BEACON ST,CHARLESGATE W,766221.57,2952819.13,42.34996583,-71.0928648
2020-06-21 22:41:03+00,bike,Street,MONSIGNOR PATRICK J. LYDON WAY,DORCHESTER AVE,FLORIDA ST,774400.76,2930297,42.28820495,-71.06310387
2020-06-22 10:33:03+00,bike,Street,WILLIAM T MORRISSEY BLVD,INTERSTATE 93 S,BIANCULLI BLVD,780753.33,2939845.32,42.31219332,-71.04601734
2020-06-22 15:52:01+00,bike,Street,BROOKSDALE RD,FALKLAND ST,RANELEGH RD,748214.37,2955200.22,42.35655124,-71.15940545
2020-06-22 20:06:23+00,bike,Other,,,,773698.07,2957935.96,42.36390526,-71.06511032
2020-06-23 10:21:39+00,bike,Intersection,,M ST,MARINE RD,782391.63,2945882.64,42.33070458,-71.03318711
2020-06-24 22:03:45+00,bike,Street,SHERWOOD ST,RIDGE ST,FLORENCE ST,758869.85,2929549.58,42.28633098,-71.12056459
2020-06-25 11:18:52+00,bike,Street,ANAWAN AVE,BEECH ST,CLEMENT AVE,751373.87,2929036.4,42.28476076,-71.14796081
2020-06-25 11:34:02+00,bike,Intersection,,SHAWMUT AVE,RUGGLES ST,768645.6,2946301.39,42.33204884,-71.08401511
2020-06-26 13:07:07+00,bike,Street,VILLAGE CT,E BERKELEY ST,E BERKELEY ST,772811.5,2951389.09,42.34594717,-71.06852708
2020-06-26 19:18:08+00,bike,Intersection,,THORNDIKE ST,WASHINGTON ST,769775.12,2947065.49,42.33413037,-71.07982392
2020-06-26 23:05:42+00,bike,Intersection,,ATLANTIC AVE,SEAPORT BLVD,777401.32,2954616.87,42.354745,-71.05147238
2020-06-28 10:49:43+00,bike,Street,CONSTITUTION RD,CONSTITUTION PLZ,CHELSEA ST,775891.56,2961291.56,42.373085,-71.057841
2020-06-28 13:24:21+00,bike,Street,ARMANDINE ST,WASHINGTON ST,MILTON AVE,771055.26,2928881.81,42.28405526,-71.07536527
2020-07-01 14:28:01+00,bike,Street,HUNTINGTON AVE,COLBURN ST,CRAFTSON WAY,761318.72,2945631.74,42.3302413,-71.11141507
2020-07-01 17:02:48+00,bike,Street,MASSACHUSETTS AVE,COLUMBUS AVE,SAINT BOTOLPH ST,769002.4,2949769.69,42.34140728,-71.08283017
2020-07-02 12:41:33+00,bike,Intersection,,MAIN ST,TIBBETTS TOWN WAY,772854.98,2963245.68,42.37848695,-71.06813039
2020-07-03 11:57:42+00,bike,Intersection,,RIVER ST,STURBRIDGE ST,771508.67,2924179.6,42.27130666,-71.07383546
2020-07-03 16:27:53+00,bike,Street,LEVERETT CIR,DEAD END,DEAD END,772990.32,2958908.77,42.36670154,-71.06790197
2020-07-03 21:14:36+00,bike,Street,CENTRE ST,DAY ST,BARBARA ST,761392.67,2942403.26,42.32122757,-71.11033766
2020-07-04 13:36:04+00,bike,Intersection,,S HUNTINGTON AVE,HUNTINGTON AVE,761056.54,2946262.09,42.33203914,-71.11208227
2020-07-04 15:01:04+00,bike,Street,WESTVIEW ST,,,768865.76,2931166.89,42.29081912,-71.08351484
2020-07-06 18:28:11+00,bike,Street,LITCHFIELD ST,JUSTINIAN WAY,WESTERN AVE,753633.45,2957222.5,42.36223777,-71.13957605
2020-07-06 18:31:10+00,bike,Street,LINDEN ST,FREEPORT ST,LINDEN CT,775679.86,2936723.74,42.30597605,-71.058167
2020-07-07 00:26:16+00,bike,Street,BEACON ST,MUNSON ST,ARUNDEL ST,763430.98,2951880.46,42.34722297,-71.10310219
2020-07-08 11:17:23+00,bike,Intersection,,RUGGLES ST,TREMONT ST,767439.17,2947344.83,42.33492814,-71.08845821
2020-07-08 19:51:43+00,bike,Street,BORDER ST,EUTAW ST,WHITE ST,780485.77,2963489.4,42.37903681,-71.04006092
2020-07-09 17:59:50+00,bike,Intersection,,OAKLAND ST,BENNETT ST,748019.81,2953450.66,42.35191746,-71.16018998
2020-07-11 16:55:28+00,bike,Street,GLENWAY ST,OLD RD,DRUMMOND ST,768657.04,2935130.81,42.30124754,-71.084324
2020-07-12 17:01:00+00,bike,Intersection,,SAINT MARYS ST,COMMONWEALTH AVE,762528.32,2952857.43,42.35011849,-71.10652669
2020-07-13 10:32:41+00,bike,Street,MASSACHUSETTS AVE,ISLAND ST,CHESTERTON ST,772482.3,2945833.4,42.33060251,-71.07007177
2020-07-16 13:53:01+00,bike,Intersection,,MASSACHUSETTS AVE,BACK ST,767066.31,2953336.96,42.35137567,-71.08973062
2020-07-16 13:56:49+00,bike,Intersection,,HUNTINGTON AVE,W NEWTON ST,769236.3,2951165.13,42.34538718,-71.08174234
2020-07-17 22:12:41+00,bike,Street,JAMAICAWAY ,MORAINE ST,LOCHSTEAD AVE,759917.3,2941525.6,42.31892893,-71.11669278
2020-07-18 18:34:12+00,bike,Intersection,,BROOKS ST,BREMEN ST,782799.8,2962166.85,42.37538258,-71.03134673
2020-07-19 09:10:19+00,bike,Street,COURTHOUSE WAY,NORTHERN AVE,BOND DR,778602.88,2954356.26,42.35380799,-71.04659787
2020-07-20 21:20:07+00,bike,Street,HALLECK ST,PRENTISS ST,STATION ST,765685.46,2946615.54,42.33294732,-71.09495126
2020-07-21 17:18:40+00,bike,Intersection,,WOODBINE ST,BLUE HILL AVE,770342.91,2941293.38,42.31828377,-71.07782966
2020-07-22 12:30:50+00,bike,Street,HANCOCK ST,WHEELOCK AVE,BIRD ST,773557.94,2940152.95,42.31510789,-71.06597465
2020-07-23 07:07:02+00,bike,Intersection,,RIVER ST,CUMMINS HWY,766104.78,2922692.3,42.26729775,-71.09382756
2020-07-23 21:53:54+00,bike,Intersection,,CORNELL ST,WASHINGTON ST,754798.82,2927110.85,42.27956274,-71.13552776
2020-07-24 18:42:15+00,bike,Intersection,,E BERKELEY ST,ALBANY ST,774444.61,2950322.9,42.34300438,-71.06249251
2020-07-24 20:10:53+00,bike,Intersection,,CUMMINS HWY,HARVARD ST,761936.14,2925253.39,42.27437902,-71.10918525
2020-07-26 10:32:02+00,bike,Intersection,,BUSSEY ST,WALTER ST,756449.61,2933295.48,42.29651428,-71.12932841
2020-07-26 17:28:50+00,bike,Intersection,,ELM HILL AVE,RUTHVEN ST,768047.29,2938618.13,42.31097362,-71.08636563
2020-07-26 20:33:41+00,bike,Street,COMMONWEALTH AVE,SILBER WAY,GRANBY ST,763859.47,2952743.76,42.34951969,-71.1016643
2020-07-27 19:34:49+00,bike,Street,BROOKLINE AVE,FULLERTON ST,PARK DR,763760.07,2950510.33,42.34375335,-71.10217422
2020-07-28 07:23:43+00,bike,Intersection,,MASSACHUSETTS AVE,ALBANY ST,771507.33,2946877.51,42.33359095,-71.07342099
2020-07-28 12:32:48+00,bike,Intersection,,COLUMBIA RD,DUDLEY ST,773758.67,2940867.88,42.3170691,-71.06520802
2020-07-28 20:26:31+00,bike,Street,HYDE PARK AVE,AMERICAN LEGION HWY,RAMSDELL AVE,759071.81,2924915.02,42.27349874,-71.11999532
2020-07-28 20:59:27+00,bike,Street,BRAGDON ST,ERNST ST,MILES ST,764453.01,2941477.2,42.3189837,-71.09949662
2020-07-29 18:18:46+00,bike,Intersection,,N HARVARD ST,STADIUM RD,757073.52,2958451.54,42.36553617,-71.12661527
2020-07-30 07:00:20+00,bike,Intersection,,BRIGHTON AVE,SAINT LUKES RD,757021.32,2953682.6,42.35245069,-71.12688562
2020-08-02 10:30:55+00,bike,Street,BLACK FALCON AVE,DESIGN CENTER PL,DRY DOCK AVE,782733.3,2950710.87,42.3439322,-71.03182502
2020-08-02 11:11:16+00,bike,Intersection,,BEACON ST,MASSACHUSETTS AVE,767133.97,2953148.66,42.35085807,-71.08948367
2020-08-03 12:16:14+00,bike,Street,SILLOWAY ST,MELVILLE AVE,MATHER ST,774605.69,2933072.42,42.2956894,-71.06244041
2020-08-03 12:26:46+00,bike,Street,CHESTNUT HILL AVE,SOUTH ST,COMMONWEALTH AVE,749664.51,2948857.74,42.33914493,-71.15442686
2020-08-03 15:06:28+00,bike,Intersection,,MASSACHUSETTS AVE,TREMONT ST,769631.61,2948949.99,42.33930344,-71.08032038
2020-08-03 19:05:13+00,bike,Intersection,,FRONTAGE RD,W BROADWAY,774779.16,2950632.48,42.34384917,-71.06124915
2020-08-04 07:08:01+00,bike,Street,WILLIAM J DAY BLVD,WILLIAM T MORRISSEY BLVD,WILLIAM J DAY BLVD,777694.75,2942455.03,42.321578,-71.050869
2020-08-04 13:17:12+00,bike,Intersection,,DORCHESTER AVE,GIBSON ST,774923.36,2933643.37,42.29722832,-71.06103916
2020-08-05 10:50:15+00,bike,Street,FRIEND ST,NEW CHARDON ST,CHAPEL PL,775183.1,2957690.88,42.36320292,-71.05963445
2020-08-05 16:58:38+00,bike,Street,BROOKLINE AVE,SHORT ST,LONGWOOD AVE,762776.07,2949111.42,42.34005083,-71.10605335
2020-08-05 20:55:11+00,bike,Street,BENNINGTON ST,SWIFT ST,WILLIAM F MCCLELLAN HWY,785066.23,2964228.96,42.38099527,-71.02290878
2020-08-06 15:15:18+00,bike,Intersection,,MELNEA CASS BLVD,SHAWMUT AVE,769049.34,2946951.06,42.33382615,-71.08251021
2020-08-07 00:11:44+00,bike,Street,COMMONWEALTH AVE,BERKELEY ST,ARLINGTON ST,771789.96,2953968.95,42.35325962,-71.07234974
2020-08-09 16:55:26+00,bike,Intersection,,FOSTER ST,COMMERCIAL ST,776689.05,2959354.17,42.36775447,-71.05401585
2020-08-09 18:20:42+00,bike,Street,GEORGIA ST,HARTWELL ST,MAPLE ST,768655.73,2938173.75,42.30984196,-71.08404721
2020-08-10 08:17:13+00,bike,Street,WILLIAM T MORRISSEY BLVD,HANCOCK ST,WILLIAM T MORRISSEY BLVD,780137.96,2929646.73,42.286172,-71.042246
2020-08-11 17:05:11+00,bike,Intersection,,DEARBORN ST,DUDLEY ST,769934.82,2945041.46,42.3285742,-71.07927021
2020-08-13 08:04:55+00,bike,Intersection,,A ST,W SECOND ST,776666.87,2950284.65,42.34286785,-71.0542733
2020-08-13 09:56:32+00,bike,Intersection,,HEMENWAY ST,WESTLAND AVE,767033.16,2950637.4,42.34396843,-71.08990127
2020-08-13 15:02:30+00,bike,Intersection,,UNION ST,WINSHIP ST,750120.44,2951342.9,42.34611047,-71.15245058
2020-08-13 19:22:55+00,bike,Intersection,,CEDAR ST,COLUMBUS AVE,765144.07,2944867.37,42.32815996,-71.09698981
2020-08-14 14:25:23+00,bike,Intersection,,CLINTON ST,JOHN F. FITZGERALD SURFACE RD,776773.82,2956824.28,42.3608112,-71.05375115
2020-08-14 14:51:39+00,bike,Intersection,,WESTERN AVE,SOLDIERS FIELD RD,752044.78,2956989.14,42.3615822,-71.14524536
2020-08-14 17:00:52+00,bike,Intersection,,HARRISON AVE,TRAVELER ST,774032.36,2950870.65,42.34451322,-71.06400703
2020-08-14 20:21:47+00,bike,Street,PAUL GORE ST,CHESTNUT AVE,DANFORTH ST,762956.15,2941164.11,42.31813807,-71.10507032
2020-08-14 21:21:39+00,bike,Intersection,,WILLIAMS ST,WASHINGTON ST,762345.59,2936962.87,42.30650544,-71.10747327
2020-08-15 04:40:08+00,bike,Other,,,,770943.34,2965477.42,42.3846372,-71.07516421
2020-08-15 12:09:11+00,bike,Other,,,,772564.1,2961519.08,42.37375318,-71.0692392
2020-08-15 14:41:16+00,bike,Street,BLUE HILL AVE,CRESTON ST,OTISFIELD ST,769653.03,2939222.92,42.31253031,-71.08022927
2020-08-16 14:53:25+00,bike,Intersection,,MASSACHUSETTS AVE,ALLSTATE RD,773752.82,2943697.46,42.32483366,-71.06517631
2020-08-19 01:03:18+00,bike,Intersection,,N BEACON ST,MARKET ST,751012,2955014.41,42.3561752,-71.14909672
2020-08-20 00:54:17+00,bike,Street,HUNTINGTON AVE,PARKER HILL AVE,COLBURN ST,761295.29,2946560.92,42.33266426,-71.11098235
2020-08-20 17:14:16+00,bike,Street,BRAGDON ST,COLUMBUS AVE,NOTRE DAME ST,765008.82,2941184.63,42.31794718,-71.09769022
2020-08-20 20:05:54+00,bike,Street,COLUMBUS AVE,YARMOUTH ST,W CANTON ST,770758.99,2951101.23,42.34518585,-71.07610314
2020-08-21 10:49:02+00,bike,Street,NEWBURY ST,MASSACHUSETTS AVE,CHARLESGATE E,767177.03,2952176.73,42.34808358,-71.08933802
2020-08-21 16:18:16+00,bike,Street,WILLIAM T MORRISSEY BLVD,INTERSTATE 93 S,BIANCULLI BLVD,778660.76,2936538.4,42.30511844,-71.0471666
2020-08-21 19:11:36+00,bike,Street,CENTRE ST,HARRIS AVE,THOMAS ST,760450.52,2938525.88,42.31085299,-71.11462047
2020-08-21 19:54:42+00,bike,Intersection,,HERALD ST,WASHINGTON ST,773877.61,2951643.4,42.34663583,-71.06456486
2020-08-23 02:04:27+00,bike,Street,ATLANTIC AVE,FORT HILL WHARF,SEAPORT BLVD,777257.5,2954427.05,42.35437386,-71.05214938
2020-08-23 10:08:36+00,bike,Street,GARDNER ST,RIVERMOOR ST,DEAD END,742483.41,2928016.89,42.28089779,-71.17810872
2020-08-25 01:44:03+00,bike,Street,WASHINGTON ST,DUDLEY ST,GUILD ROW,768205.17,2944987.8,42.32860512,-71.08577978
2020-08-25 11:54:56+00,bike,Intersection,,N HARVARD ST,SOLDIERS FIELD RD,757851.64,2959474.57,42.368334,-71.12371934
2020-08-25 15:32:40+00,bike,Intersection,,BOYLSTON ST,EGLESTON ST,764034.15,2939700.13,42.31399513,-71.1011837
2020-08-25 20:05:12+00,bike,Intersection,,COURT ST,TREMONT ST,775230.8,2956254.67,42.35927019,-71.05947114
2020-08-26 15:49:01+00,bike,Street,GARDNER ST,WYCLIFF AVE,GARDNER PL,745442.39,2926235.8,42.27740845,-71.17009494
2020-08-26 19:58:55+00,bike,Intersection,,SOUTHAMPTON ST,ALLSTATE RD,774287.81,2945854.49,42.33074513,-71.06315715
2020-08-28 11:19:43+00,bike,Street,SOLDIERS FIELD RD,WESTERN AVE,CAMBRIDGE ST,759457.84,2957184.04,42.36202852,-71.11782157
